id;dt_ocorrencia;uf;regiao;classificacao_da_ocorrencia
3678;29/11/2012;MG;Sudeste;Incidente
4351;16/07/2013;RJ;Sudeste;Incidente
4350;16/07/2013;PR;Sul;Ocorrência Anormal
4349;18/06/2013;RN;Nordeste;Incidente
4348;17/08/2013;SP;Sudeste;Acidente
4342;02/08/2013;ES;Sudeste;Incidente Grave
4341;03/08/2013;SP;Sudeste;Acidente
4347;17/08/2013;SP;Sudeste;Incidente
4346;15/08/2013;GO;Centro-Oeste;Acidente
4346;15/08/2013;GO;Centro-Oeste;Acidente
4344;06/08/2013;SP;Sudeste;Acidente
4343;02/08/2013;ES;Sudeste;Ocorrência Anormal
4345;07/08/2013;RJ;Sudeste;Incidente Grave
4116;15/04/2013;RR;Norte;Incidente
4115;12/07/2010;BA;Nordeste;Incidente
4113;23/10/2013;MS;Centro-Oeste;Incidente
4112;20/10/2013;CE;Nordeste;Ocorrência de Solo
4111;20/10/2013;MS;Centro-Oeste;Acidente
4111;20/10/2013;MS;Centro-Oeste;Acidente
4110;31/07/2013;RJ;Sudeste;Incidente
4109;31/07/2013;PA;Norte;Incidente
4117;19/04/2013;PR;Sul;Ocorrência Anormal
4104;18/09/2013;SC;Sul;Ocorrência Anormal
4108;30/07/2013;MA;Nordeste;Ocorrência Anormal
4107;30/07/2013;SP;Sudeste;Incidente
4106;05/09/2013;PR;Sul;Ocorrência Anormal
4105;19/09/2013;BA;Nordeste;Incidente
7783;03/04/2018;PA;Norte;Acidente
7781;30/03/2018;RJ;Sudeste;Incidente Grave
7781;30/03/2018;RJ;Sudeste;Incidente Grave
7780;30/03/2018;RJ;Sudeste;Incidente
7779;15/11/2017;MT;Centro-Oeste;Incidente Grave
7778;01/04/2018;MA;Nordeste;Acidente
7777;02/04/2018;PA;Norte;Incidente Grave
7776;18/03/2018;MG;Sudeste;Acidente
7775;18/03/2018;MT;Centro-Oeste;Incidente Grave
7773;24/03/2018;CE;Nordeste;Incidente
7772;25/03/2018;SP;Sudeste;Acidente
7774;23/03/2018;BA;Nordeste;Incidente
7771;28/03/2018;SP;Sudeste;Incidente
7770;28/03/2018;PA;Norte;Acidente
7769;26/03/2018;PR;Sul;Incidente
7542;24/09/2017;SP;Sudeste;Incidente
7541;27/09/2017;SP;Sudeste;Incidente
7540;18/09/2017;PR;Sul;Incidente
7539;26/09/2017;PR;Sul;Acidente
7538;22/09/2017;RJ;Sudeste;Ocorrência de Solo
7537;24/09/2017;ES;Sudeste;Incidente
7536;21/09/2017;MG;Sudeste;Incidente
7535;19/09/2017;MG;Sudeste;Incidente
7534;20/09/2017;PR;Sul;Incidente
7533;22/09/2017;SP;Sudeste;Incidente
7533;22/09/2017;SP;Sudeste;Incidente
7532;21/09/2017;SP;Sudeste;Incidente
7531;23/09/2017;AC;Norte;Acidente
7530;21/09/2017;BA;Nordeste;Incidente Grave
7529;15/09/2017;PR;Sul;Incidente
7247;23/04/2017;MT;Centro-Oeste;Acidente
7528;20/09/2017;RS;Sul;Acidente
7527;15/09/2017;GO;Centro-Oeste;Incidente Grave
7252;15/09/2010;RS;Sul;Incidente Grave
7250;16/10/2016;SP;Sudeste;Acidente
7249;21/05/2017;RR;Norte;Acidente
7248;01/05/2017;RJ;Sudeste;Incidente
7246;23/04/2017;SC;Sul;Acidente
7245;13/04/2017;MS;Centro-Oeste;Acidente
7244;23/05/2017;RO;Norte;Incidente Grave
7243;20/05/2017;SP;Sudeste;Incidente
7242;10/05/2017;PA;Norte;Acidente
7241;14/05/2017;SP;Sudeste;Ocorrência de Solo
7240;22/02/2017;SP;Sudeste;Incidente
7240;22/02/2017;SP;Sudeste;Incidente
7239;28/02/2017;AL;Nordeste;Incidente
7237;22/02/2017;RS;Sul;Acidente
8014;27/01/2010;SC;Sul;Incidente
7238;23/02/2017;SP;Sudeste;Incidente
8013;22/02/2010;MG;Sudeste;Incidente
8012;20/03/2010;RJ;Sudeste;Incidente
8011;30/03/2010;SP;Sudeste;Incidente
8009;12/04/2010;RS;Sul;Incidente
8008;12/04/2010;SP;Sudeste;Incidente
8010;06/04/2010;RJ;Sudeste;Incidente
8007;15/04/2010;RJ;Sudeste;Incidente
8006;16/04/2010;MT;Centro-Oeste;Incidente
8005;05/05/2010;AM;Norte;Incidente
8004;10/06/2010;RJ;Sudeste;Incidente
8003;16/06/2010;RJ;Sudeste;Incidente
8002;19/06/2010;RJ;Sudeste;Incidente
8001;30/06/2010;SP;Sudeste;Incidente
8000;21/08/2010;RJ;Sudeste;Incidente
7999;11/09/2010;RJ;Sudeste;Incidente
7998;19/09/2010;SP;Sudeste;Incidente
7997;20/09/2010;ES;Sudeste;Incidente
5185;26/07/2007;Indeterminado;;Acidente
5172;16/06/2007;BA;Nordeste;Acidente
5171;15/06/2007;SP;Sudeste;Acidente
7996;21/09/2010;MG;Sudeste;Incidente
7995;23/09/2010;MT;Centro-Oeste;Incidente
7994;30/12/2010;RJ;Sudeste;Incidente
7768;27/03/2018;RO;Norte;Incidente
7767;22/03/2018;SP;Sudeste;Acidente
7766;24/03/2018;SP;Sudeste;Incidente
7765;23/03/2018;RJ;Sudeste;Acidente
5389;26/07/2003;Indeterminado;;Acidente
5388;10/11/2002;Indeterminado;;Acidente
7764;23/03/2018;RS;Sul;Acidente
7764;23/03/2018;RS;Sul;Acidente
7763;21/03/2018;PA;Norte;Incidente Grave
7761;31/01/2018;RS;Sul;Incidente
7760;16/03/2018;PA;Norte;Acidente
5063;02/01/2006;Indeterminado;;Acidente
29103;23/07/2021;RS;Sul;Incidente
29103;23/07/2021;RS;Sul;Incidente
29643;19/09/2021;BA;Nordeste;Incidente Grave
29883;13/10/2021;SP;Sudeste;Ocorrência Anormal
29884;11/10/2021;SP;Sudeste;Incidente
29885;08/10/2021;PI;Nordeste;Incidente
30003;22/10/2021;CE;Nordeste;Incidente Grave
27323;28/02/2021;SP;Sudeste;Incidente Grave
36446;25/02/2023;MS;Centro-Oeste;Acidente
39870;04/11/2023;SP;Sudeste;Incidente
40286;04/10/2023;SP;Sudeste;Incidente
41387;02/12/2023;PE;Nordeste;Incidente
41389;20/11/2023;SP;Sudeste;Incidente
28603;26/06/2021;PE;Nordeste;Incidente
30243;16/11/2021;DF;Centro-Oeste;Incidente Grave
28604;28/06/2021;AM;Norte;Incidente
30243;16/11/2021;DF;Centro-Oeste;Incidente Grave
30864;04/01/2022;SC;Sul;Incidente
30867;30/12/2021;GO;Centro-Oeste;Acidente
30867;30/12/2021;GO;Centro-Oeste;Acidente
31486;08/03/2022;SP;Sudeste;Ocorrência de Solo
32067;07/05/2022;SP;Sudeste;Incidente
32069;11/05/2022;PE;Nordeste;Incidente
32747;08/07/2022;GO;Centro-Oeste;Incidente Grave
33086;24/07/2022;AM;Norte;Incidente
33386;05/08/2022;SP;Sudeste;Acidente
34506;17/10/2022;SP;Sudeste;Incidente Grave
36247;29/01/2023;MT;Centro-Oeste;Acidente
36686;01/03/2023;RJ;Sudeste;Incidente
36686;01/03/2023;RJ;Sudeste;Incidente
36686;01/03/2023;RJ;Sudeste;Incidente
36686;01/03/2023;RJ;Sudeste;Incidente
36746;23/03/2023;RS;Sul;Acidente
38381;09/07/2023;MG;Sudeste;Acidente
36169;20/01/2023;PR;Sul;Incidente
36409;16/02/2023;PA;Norte;Incidente Grave
36409;16/02/2023;PA;Norte;Incidente Grave
36409;16/02/2023;PA;Norte;Incidente Grave
36409;16/02/2023;PA;Norte;Incidente Grave
36448;25/02/2023;SP;Sudeste;Incidente
30004;23/10/2021;GO;Centro-Oeste;Incidente
30004;23/10/2021;GO;Centro-Oeste;Incidente
29665;16/09/2021;DF;Centro-Oeste;Incidente
29703;18/09/2021;SC;Sul;Ocorrência Anormal
30005;22/10/2021;MT;Centro-Oeste;Incidente Grave
31607;27/03/2022;GO;Centro-Oeste;Incidente Grave
30005;22/10/2021;MT;Centro-Oeste;Incidente Grave
31465;01/03/2022;SP;Sudeste;Acidente
31465;01/03/2022;SP;Sudeste;Acidente
31607;27/03/2022;GO;Centro-Oeste;Incidente Grave
31607;27/03/2022;GO;Centro-Oeste;Incidente Grave
31607;27/03/2022;GO;Centro-Oeste;Incidente Grave
31928;30/04/2022;SP;Sudeste;Incidente
31928;30/04/2022;SP;Sudeste;Incidente
31994;24/03/2022;MG;Sudeste;Incidente Grave
32529;30/04/2018;RO;Norte;Acidente
32126;14/05/2022;SP;Sudeste;Incidente
32127;12/05/2022;SP;Sudeste;Incidente
32369;09/06/2022;MA;Nordeste;Acidente
32528;24/06/2022;GO;Centro-Oeste;Incidente
32706;08/07/2022;SP;Sudeste;Ocorrência de Solo
35606;19/12/2022;BA;Nordeste;Incidente Grave
36766;24/03/2023;MG;Sudeste;Acidente
39807;17/10/2023;PE;Nordeste;Incidente
41453;25/11/2023;SP;Sudeste;Incidente
30083;29/10/2021;BA;Nordeste;Acidente
28523;23/06/2021;MT;Centro-Oeste;Incidente
28524;23/06/2021;DF;Centro-Oeste;Incidente
28823;08/07/2018;GO;Centro-Oeste;Incidente Grave
28823;08/07/2018;GO;Centro-Oeste;Incidente Grave
29723;25/09/2021;MG;Sudeste;Incidente
30083;29/10/2021;BA;Nordeste;Acidente
30906;17/01/2022;SP;Sudeste;Incidente Grave
30909;15/01/2022;SP;Sudeste;Incidente
40646;27/11/2023;BA;Nordeste;Incidente
41567;26/11/2023;SP;Sudeste;Incidente
40229;10/11/2023;RS;Sul;Acidente
40309;12/10/2023;SP;Sudeste;Incidente
28803;14/07/2021;MG;Sudeste;Incidente
30907;09/01/2022;MA;Nordeste;Acidente
31769;05/04/2022;RJ;Sudeste;Incidente Grave
32867;16/06/2022;MG;Sudeste;Acidente
33246;29/07/2022;AM;Norte;Incidente
33487;06/08/2022;SP;Sudeste;Incidente
33686;26/03/2022;RJ;Sudeste;Incidente
33687;22/03/2022;MG;Sudeste;Incidente
35726;08/12/2022;RS;Sul;Incidente
35768;22/12/2022;RS;Sul;Incidente Grave
35066;12/11/2022;MG;Sudeste;Incidente
36086;20/01/2023;GO;Centro-Oeste;Incidente
36687;04/03/2023;PR;Sul;Incidente
37106;17/04/2023;MS;Centro-Oeste;Incidente Grave
39214;26/08/2023;PR;Sul;Incidente
36926;10/07/2019;SC;Sul;Ocorrência Anormal
40288;21/08/2023;DF;Centro-Oeste;Incidente
41092;10/11/2023;SP;Sudeste;Incidente
41247;12/12/2023;CE;Nordeste;Ocorrência Anormal
41457;28/12/2023;RJ;Sudeste;Incidente
27344;04/03/2021;PA;Norte;Incidente
27343;08/03/2021;MG;Sudeste;Incidente
28983;24/07/2021;GO;Centro-Oeste;Incidente
28984;30/05/2021;SP;Sudeste;Incidente
29184;11/08/2021;SP;Sudeste;Incidente Grave
29443;31/08/2021;RJ;Sudeste;Incidente
29583;14/09/2021;SP;Sudeste;Acidente
30204;29/10/2021;MG;Sudeste;Incidente
30423;17/11/2021;PI;Nordeste;Incidente
30425;18/11/2021;PR;Sul;Incidente
30863;31/12/2021;SP;Sudeste;Acidente
30863;31/12/2021;SP;Sudeste;Acidente
31205;19/05/2017;PE;Nordeste;Ocorrência Anormal
31848;22/04/2022;MG;Sudeste;Incidente
32986;19/07/2022;RJ;Sudeste;Incidente
39872;05/11/2023;PA;Norte;Incidente
31030;31/01/2022;DF;Centro-Oeste;Acidente
31030;31/01/2022;DF;Centro-Oeste;Acidente
31030;31/01/2022;DF;Centro-Oeste;Acidente
31245;05/02/2022;MS;Centro-Oeste;Acidente
31849;22/04/2022;RJ;Sudeste;Incidente Grave
31849;22/04/2022;RJ;Sudeste;Incidente Grave
31852;18/04/2022;PR;Sul;Incidente Grave
31852;18/04/2022;PR;Sul;Incidente Grave
31853;21/04/2022;RR;Norte;Incidente Grave
31853;21/04/2022;RR;Norte;Incidente Grave
32311;07/06/2022;SP;Sudeste;Incidente
32311;07/06/2022;SP;Sudeste;Incidente
32312;03/06/2022;AM;Norte;Incidente
32312;03/06/2022;AM;Norte;Incidente
32313;06/06/2022;PB;Nordeste;Incidente
34726;19/10/2022;PR;Sul;Incidente
35049;18/11/2022;MT;Centro-Oeste;Acidente
35049;18/11/2022;MT;Centro-Oeste;Acidente
35050;14/11/2022;PE;Nordeste;Incidente
36927;21/07/2019;RS;Sul;Ocorrência Anormal
36929;23/09/2019;SP;Sudeste;Ocorrência Anormal
36411;14/02/2023;SP;Sudeste;Incidente
37247;04/05/2023;RJ;Sudeste;Incidente
34270;31/08/2022;SP;Sudeste;Acidente
34271;24/09/2022;SC;Sul;Acidente
34272;15/08/2022;SP;Sudeste;Incidente
34274;28/07/2022;PA;Norte;Incidente
34276;05/10/2022;AM;Norte;Incidente
34969;15/11/2022;PA;Norte;Acidente
35048;19/11/2022;MT;Centro-Oeste;Acidente
35047;16/10/2022;PE;Nordeste;Incidente
35048;19/11/2022;MT;Centro-Oeste;Acidente
35266;02/12/2022;RJ;Sudeste;Incidente
35906;05/01/2023;CE;Nordeste;Acidente
35986;15/01/2023;SP;Sudeste;Acidente
35767;21/12/2022;GO;Centro-Oeste;Incidente
35786;24/11/2022;SP;Sudeste;Incidente
35986;15/01/2023;SP;Sudeste;Acidente
36186;23/01/2023;SP;Sudeste;Incidente
28683;07/07/2021;SP;Sudeste;Incidente
29063;05/08/2021;RJ;Sudeste;Incidente
29064;04/08/2021;PR;Sul;Incidente
36666;11/03/2023;MG;Sudeste;Incidente
39653;09/10/2023;DF;Centro-Oeste;Incidente
29065;04/08/2021;AM;Norte;Ocorrência de Solo
32368;06/06/2022;RJ;Sudeste;Incidente
34686;29/09/2022;PA;Norte;Ocorrência Anormal
35988;11/01/2023;SP;Sudeste;Incidente
35989;17/01/2023;SP;Sudeste;Acidente
35448;03/12/2022;MG;Sudeste;Incidente
39655;06/10/2023;SP;Sudeste;Incidente
39656;10/10/2023;CE;Nordeste;Incidente
39713;15/10/2023;RS;Sul;Incidente
29484;31/08/2021;SP;Sudeste;Ocorrência Anormal
36289;03/02/2023;PA;Norte;Acidente
29464;30/08/2021;PA;Norte;Incidente
29465;30/08/2021;SP;Sudeste;Incidente
29466;25/08/2021;AM;Norte;Incidente
29483;31/08/2021;SP;Sudeste;Incidente Grave
29484;31/08/2021;SP;Sudeste;Ocorrência Anormal
29485;01/09/2021;RS;Sul;Incidente
29486;05/09/2021;RR;Norte;Acidente
29486;05/09/2021;RR;Norte;Acidente
29488;03/09/2021;PR;Sul;Incidente
29489;06/09/2021;SP;Sudeste;Acidente
29487;02/09/2021;PA;Norte;Incidente Grave
29490;08/09/2021;SP;Sudeste;Incidente
29603;07/09/2021;MT;Centro-Oeste;Acidente
29604;15/09/2021;MG;Sudeste;Incidente
29605;15/09/2021;MG;Sudeste;Incidente
34390;17/09/2022;SC;Sul;Incidente
34888;27/10/2022;MG;Sudeste;Incidente
39871;03/11/2023;AM;Norte;Acidente
39871;03/11/2023;AM;Norte;Acidente
40148;01/09/2023;SP;Sudeste;Incidente
36289;03/02/2023;PA;Norte;Acidente
37294;11/05/2023;RJ;Sudeste;Incidente
37609;31/05/2023;DF;Centro-Oeste;Incidente
37927;25/06/2023;RS;Sul;Incidente
38428;23/05/2023;PA;Norte;Incidente
38430;16/08/2023;MG;Sudeste;Acidente
38826;14/09/2023;PR;Sul;Incidente
38828;16/09/2023;MT;Centro-Oeste;Ocorrência Anormal
38926;15/04/2023;RJ;Sudeste;Incidente
38987;12/04/2023;CE;Nordeste;Incidente
39652;17/10/2023;SP;Sudeste;Incidente
39654;10/10/2023;PA;Norte;Incidente
39873;05/09/2023;PR;Sul;Incidente
39877;26/10/2023;AM;Norte;Incidente
40103;01/11/2023;BA;Nordeste;Incidente
40727;22/11/2023;RS;Sul;Incidente
40767;31/10/2023;;;Incidente
40826;30/11/2023;MT;Centro-Oeste;Acidente
40826;30/11/2023;MT;Centro-Oeste;Acidente
40827;29/11/2023;GO;Centro-Oeste;Incidente
40930;15/07/2023;ES;Sudeste;Incidente
40931;06/08/2023;AM;Norte;Incidente
27964;24/04/2021;MT;Centro-Oeste;Incidente
27965;27/04/2014;MS;Centro-Oeste;Incidente
27863;31/03/2021;PA;Norte;Incidente
27864;07/04/2021;RS;Sul;Incidente
27865;04/04/2021;AM;Norte;Incidente
27966;23/04/2021;GO;Centro-Oeste;Acidente
27866;09/04/2021;DF;Centro-Oeste;Incidente
27867;12/04/2021;RJ;Sudeste;Incidente
27967;20/04/2021;DF;Centro-Oeste;Incidente
27968;16/04/2021;MT;Centro-Oeste;Incidente
27963;25/04/2021;MS;Centro-Oeste;Incidente
29606;15/09/2021;MG;Sudeste;Incidente
29623;18/09/2021;AM;Norte;Incidente
29624;16/09/2021;AM;Norte;Acidente
29663;18/09/2021;SP;Sudeste;Acidente
29664;19/09/2021;SP;Sudeste;Incidente
29783;29/09/2021;PA;Norte;Incidente Grave
29783;29/09/2021;PA;Norte;Incidente Grave
29784;28/09/2021;GO;Centro-Oeste;Acidente
29983;20/10/2021;MG;Sudeste;Incidente Grave
30007;24/10/2021;RO;Norte;Acidente
30009;22/10/2021;MG;Sudeste;Incidente
30123;05/11/2021;RO;Norte;Incidente
30903;08/01/2022;MS;Centro-Oeste;Acidente
31111;23/01/2022;RJ;Sudeste;Incidente
31112;21/01/2022;BA;Nordeste;Incidente Grave
31576;21/12/2021;SP;Sudeste;Incidente
31576;21/12/2021;SP;Sudeste;Incidente
31578;14/01/2022;SC;Sul;Incidente
31578;14/01/2022;SC;Sul;Incidente
31580;16/03/2022;MT;Centro-Oeste;Acidente
31580;16/03/2022;MT;Centro-Oeste;Acidente
31580;16/03/2022;MT;Centro-Oeste;Acidente
31581;19/03/2022;MG;Sudeste;Acidente
31581;19/03/2022;MG;Sudeste;Acidente
34968;08/11/2022;PE;Nordeste;Incidente
32947;18/07/2022;SP;Sudeste;Incidente
32947;18/07/2022;SP;Sudeste;Incidente
32947;18/07/2022;SP;Sudeste;Incidente
37140;30/04/2023;SP;Sudeste;Incidente
32947;18/07/2022;SP;Sudeste;Incidente
33106;25/07/2022;SC;Sul;Incidente
33926;03/08/2022;GO;Centro-Oeste;Incidente Grave
34547;16/10/2022;MS;Centro-Oeste;Acidente
33926;03/08/2022;GO;Centro-Oeste;Incidente Grave
33926;03/08/2022;GO;Centro-Oeste;Incidente Grave
33926;03/08/2022;GO;Centro-Oeste;Incidente Grave
37110;27/05/2018;Exterior;;Incidente
34807;31/10/2022;MT;Centro-Oeste;Incidente
37115;15/04/2023;PR;Sul;Ocorrência Anormal
37116;12/07/2018;Exterior;;Incidente
37118;18/07/2018;Exterior;;Incidente
37136;27/04/2023;MA;Nordeste;Acidente
37140;30/04/2023;SP;Sudeste;Incidente
39188;21/08/2023;DF;Centro-Oeste;Incidente
39192;11/09/2023;SP;Sudeste;Incidente
39967;10/09/2023;RS;Sul;Incidente
40932;01/06/2023;SC;Sul;Incidente
40988;18/08/2023;DF;Centro-Oeste;Incidente
40989;21/08/2023;SP;Sudeste;Incidente
41089;01/11/2023;RJ;Sudeste;Incidente
41090;09/11/2023;GO;Centro-Oeste;Incidente
41126;24/11/2023;SP;Sudeste;Incidente
41127;11/12/2023;PR;Sul;Incidente
41128;03/12/2023;DF;Centro-Oeste;Incidente
41129;19/11/2023;RS;Sul;Incidente
41175;13/11/2023;RS;Sul;Incidente
41289;08/11/2023;RS;Sul;Incidente
41295;17/12/2023;RS;Sul;Incidente
41300;26/10/2023;RS;Sul;Incidente
41301;09/11/2023;SC;Sul;Incidente
41347;15/11/2023;SP;Sudeste;Incidente
41348;25/10/2023;AM;Norte;Incidente
41386;27/11/2023;PR;Sul;Incidente
41388;12/12/2023;PR;Sul;Incidente
41390;24/11/2023;SP;Sudeste;Incidente
41566;28/11/2023;SP;Sudeste;Incidente
41568;23/11/2023;SP;Sudeste;Incidente
41651;23/12/2023;SP;Sudeste;Incidente
27971;28/04/2021;SP;Sudeste;Incidente Grave
27969;17/03/2021;PA;Norte;Incidente
27970;29/04/2021;RJ;Sudeste;Incidente
28343;29/05/2021;AM;Norte;Incidente
28344;31/05/2021;MG;Sudeste;Acidente
28344;31/05/2021;MG;Sudeste;Acidente
31108;26/12/2021;MT;Centro-Oeste;Incidente
33827;28/08/2022;MS;Centro-Oeste;Acidente
34207;22/09/2022;PI;Nordeste;Incidente
34208;25/09/2022;SP;Sudeste;Incidente
34947;11/11/2022;CE;Nordeste;Acidente
35051;17/11/2022;SC;Sul;Incidente Grave
35228;29/11/2022;MT;Centro-Oeste;Acidente
35406;07/12/2022;SP;Sudeste;Acidente
35406;07/12/2022;SP;Sudeste;Acidente
35607;22/12/2022;MT;Centro-Oeste;Acidente
35607;22/12/2022;MT;Centro-Oeste;Acidente
31212;24/09/2021;RO;Norte;Incidente
31212;24/09/2021;RO;Norte;Incidente
31587;24/03/2022;SP;Sudeste;Incidente
31567;09/03/2022;RJ;Sudeste;Incidente Grave
31575;10/03/2022;PE;Nordeste;Incidente
31747;08/04/2022;AM;Norte;Incidente
32066;12/05/2022;PA;Norte;Ocorrência Anormal
32326;08/06/2022;PE;Nordeste;Incidente
32166;16/05/2022;SP;Sudeste;Incidente
32167;17/05/2022;PA;Norte;Incidente
32168;27/04/2022;RJ;Sudeste;Incidente
32168;27/04/2022;RJ;Sudeste;Incidente
32309;28/11/2021;MT;Centro-Oeste;Acidente
32327;07/06/2022;MG;Sudeste;Incidente Grave
32327;07/06/2022;MG;Sudeste;Incidente Grave
32366;08/06/2022;GO;Centro-Oeste;Ocorrência Anormal
32426;10/06/2022;SP;Sudeste;Incidente
32427;11/06/2022;SP;Sudeste;Incidente Grave
32427;11/06/2022;SP;Sudeste;Incidente Grave
30428;21/11/2021;SP;Sudeste;Acidente
30428;21/11/2021;SP;Sudeste;Acidente
31548;06/03/2022;SP;Sudeste;Incidente
39315;11/09/2023;MT;Centro-Oeste;Incidente
40146;27/10/2023;RJ;Sudeste;Incidente
40147;05/08/2023;SP;Sudeste;Incidente
41054;22/10/2023;DF;Centro-Oeste;Incidente
37135;30/04/2023;MT;Centro-Oeste;Incidente Grave
37135;30/04/2023;MT;Centro-Oeste;Incidente Grave
38374;10/08/2023;SP;Sudeste;Incidente
38827;16/09/2023;MT;Centro-Oeste;Ocorrência Anormal
38829;12/09/2023;SP;Sudeste;Incidente
38989;14/04/2023;SP;Sudeste;Incidente
39007;02/08/2023;AM;Norte;Incidente
39008;18/09/2023;SP;Sudeste;Incidente
39191;05/09/2023;SP;Sudeste;Incidente
39217;29/08/2023;MT;Centro-Oeste;Incidente
39313;08/10/2023;SP;Sudeste;Incidente
39369;09/09/2023;SP;Sudeste;Incidente
40874;30/11/2023;RS;Sul;Acidente
40874;30/11/2023;RS;Sul;Acidente
41302;25/11/2023;SP;Sudeste;Incidente
41303;21/11/2023;RJ;Sudeste;Incidente
41512;27/12/2023;SP;Sudeste;Incidente
41515;16/12/2023;SC;Sul;Incidente
27823;29/03/2021;RS;Sul;Incidente
28083;07/05/2021;PR;Sul;Acidente
28083;07/05/2021;PR;Sul;Acidente
31570;10/03/2022;SC;Sul;Incidente
30163;04/11/2021;DF;Centro-Oeste;Incidente
31216;29/01/2022;PA;Norte;Incidente
31566;07/03/2022;AM;Norte;Incidente
31568;10/03/2022;SP;Sudeste;Incidente
31569;10/03/2022;SP;Sudeste;Incidente
31571;10/03/2022;SC;Sul;Incidente
32428;08/06/2022;DF;Centro-Oeste;Incidente
37139;15/04/2023;MG;Sudeste;Ocorrência Anormal
34087;05/09/2022;MG;Sudeste;Incidente
34087;05/09/2022;MG;Sudeste;Incidente
37290;15/05/2023;SC;Sul;Incidente
39052;20/04/2023;CE;Nordeste;Incidente
40314;26/10/2023;MG;Sudeste;Incidente
41055;26/10/2023;MG;Sudeste;Incidente
41056;26/10/2023;RS;Sul;Incidente
41452;21/12/2023;SP;Sudeste;Incidente
32586;20/06/2022;SP;Sudeste;Incidente
32530;25/06/2022;DF;Centro-Oeste;Incidente
33146;22/07/2022;RJ;Sudeste;Incidente
33426;06/08/2022;MT;Centro-Oeste;Incidente
33427;08/08/2022;PE;Nordeste;Incidente
34087;05/09/2022;MG;Sudeste;Incidente
34206;22/09/2022;MT;Centro-Oeste;Incidente
34687;21/10/2022;GO;Centro-Oeste;Incidente
34907;28/10/2022;AM;Norte;Ocorrência Anormal
34926;09/11/2022;BA;Nordeste;Incidente
34688;15/10/2022;MT;Centro-Oeste;Incidente
35026;16/11/2022;RS;Sul;Acidente
35027;04/11/2022;MT;Centro-Oeste;Acidente
35027;04/11/2022;MT;Centro-Oeste;Acidente
30084;26/08/2021;PR;Sul;Acidente
31706;27/03/2022;SP;Sudeste;Acidente
31706;27/03/2022;SP;Sudeste;Acidente
36408;19/02/2023;MG;Sudeste;Acidente
36410;18/02/2023;PA;Norte;Acidente
41166;24/11/2023;MG;Sudeste;Incidente
41172;18/11/2023;SC;Sul;Incidente
41173;13/12/2023;SP;Sudeste;Incidente
41606;31/12/2023;MG;Sudeste;Incidente
37220;08/05/2023;SP;Sudeste;Incidente
41229;29/10/2023;SP;Sudeste;Incidente
31305;07/11/2021;SP;Sudeste;Incidente
33927;29/08/2022;CE;Nordeste;Incidente
37111;20/06/2018;Exterior;;Incidente
37112;27/04/2018;Exterior;;Ocorrência de Solo
37113;12/05/2018;Exterior;;Ocorrência de Solo
37114;11/11/2018;Exterior;;Acidente
37117;24/04/2023;MG;Sudeste;Ocorrência Anormal
35229;04/12/2022;RN;Nordeste;Acidente
37114;11/11/2018;Exterior;;Acidente
37186;27/04/2023;MG;Sudeste;Ocorrência Anormal
37207;07/05/2023;ES;Sudeste;Acidente
37287;14/05/2023;MG;Sudeste;Acidente
37289;14/05/2023;SP;Sudeste;Incidente
37292;11/05/2023;MG;Sudeste;Incidente
37293;06/05/2023;RS;Sul;Incidente
37326;19/01/2020;Exterior;;Incidente Grave
37586;03/06/2023;MG;Sudeste;Incidente
37748;16/06/2023;SP;Sudeste;Incidente
37806;22/06/2023;MG;Sudeste;Ocorrência Anormal
37848;03/06/2023;DF;Centro-Oeste;Incidente
37886;21/06/2023;RS;Sul;Incidente
37928;27/06/2023;PA;Norte;Incidente
37929;24/06/2023;BA;Nordeste;Incidente
38215;05/07/2023;SP;Sudeste;Incidente
27503;11/03/2021;RO;Norte;Incidente Grave
27505;15/03/2021;AM;Norte;Incidente
28383;08/06/2021;MG;Sudeste;Incidente
28443;10/06/2021;SP;Sudeste;Incidente Grave
28543;23/06/2021;SP;Sudeste;Incidente
28544;18/06/2021;RR;Norte;Incidente
31583;20/03/2022;CE;Nordeste;Incidente
39053;26/09/2023;BA;Nordeste;Incidente
31572;11/03/2022;SC;Sul;Incidente
31574;14/03/2022;MG;Sudeste;Incidente
31577;16/03/2022;BA;Nordeste;Acidente
31579;17/03/2022;SP;Sudeste;Acidente
31582;22/03/2022;MA;Nordeste;Incidente
31584;13/03/2022;MS;Centro-Oeste;Incidente
37406;25/05/2023;GO;Centro-Oeste;Acidente
37406;25/05/2023;GO;Centro-Oeste;Acidente
32209;25/05/2022;ES;Sudeste;Incidente Grave
34006;10/09/2022;PA;Norte;Acidente
32208;25/05/2022;MG;Sudeste;Incidente
35029;17/11/2022;SC;Sul;Acidente
36826;23/03/2023;SP;Sudeste;Incidente
36906;07/07/2019;SP;Sudeste;Ocorrência de Solo
37109;23/04/2023;PA;Norte;Acidente
38308;28/07/2023;RJ;Sudeste;Incidente Grave
38308;28/07/2023;RJ;Sudeste;Incidente Grave
38329;02/08/2023;MS;Centro-Oeste;Acidente
38370;14/08/2023;SP;Sudeste;Incidente
38375;06/08/2023;SC;Sul;Incidente
38367;21/07/2023;SP;Sudeste;Incidente
38378;15/08/2023;SP;Sudeste;Incidente
38868;20/09/2023;PA;Norte;Incidente
39046;22/04/2023;BA;Nordeste;Incidente
39050;02/05/2023;PB;Nordeste;Incidente
